UniprotID,GeneName,Perturbation,CellLine,KSEA_z_score
P07949,RET,PH797804,MCF7,-0.381634838100164
P07949,RET,Selumetinib,MCF7,-3.3315096413043537
P07949,RET,U73122,MCF7,0.32091529351567555
P07949,RET,Ulixertinib,MCF7,2.5073493214549685
P07949,RET,Amuvatinib,MCF7,-0.061641350295200674
P07949,RET,AZD3759,MCF7,-0.8784640125279525
P07949,RET,GSK690693,MCF7,1.9231207637015537
P07949,RET,JNJ,MCF7,0.6822427658757511
P07949,RET,KN62,MCF7,0.29972417482841995
P07949,RET,Linsitinib,MCF7,-0.22742574877166638
P07949,RET,LY2835219,MCF7,1.2861307507253477
P07949,RET,Ribociclib,MCF7,1.0788532385293403
P07949,RET,AC220,MCF7,0.23678171514685348
P07949,RET,Edelfosine,MCF7,1.2225363970070067
P07949,RET,GF109203X,MCF7,-0.49538745579328225
P07949,RET,Go6976,MCF7,0.03851364704212469
P07949,RET,PF4708671,MCF7,-0.5694611180515159
P07949,RET,SP600125,MCF7,0.3942831013256771
P07949,RET,TAK715,MCF7,0.3071791386542979
P07949,RET,TBCA,MCF7,0.3669506503354451
P07949,RET,AT13148,MCF7,1.0658874920073946
P07949,RET,AZ20,MCF7,-0.7788028439737518
P07949,RET,AZD6738,MCF7,1.5532896386581798
P07949,RET,Bosutinib,MCF7,-1.9684899576749217
P07949,RET,Dabrafenib,MCF7,2.38509714775688
P07949,RET,Dasatinib,MCF7,0.6751332648350873
P07949,RET,DNAPK,MCF7,-0.18823487491321342
P07949,RET,H89,MCF7,0.5416159935731584
P07949,RET,KD025,MCF7,0.3680400430923856
P07949,RET,NU7441,MCF7,0.30784170066884675
P07949,RET,Ripasudil,MCF7,0.4676936513636
P07949,RET,Vemurafenib,MCF7,0.7723239103267517
P07949,RET,CX4945,MCF7,-0.6031475360450981
P07949,RET,GO6983,MCF7,0.08889609949560454
P07949,RET,KN93,MCF7,0.9783930522910558
P07949,RET,MK2206,MCF7,2.810605004285378
O43318,MAP3K7,AZD6482,MCF7,-0.3118575038600326
O43318,MAP3K7,CAL101,MCF7,1.2274011771885356
O43318,MAP3K7,GDC0941,MCF7,0.47943629151466777
O43318,MAP3K7,HS173,MCF7,0.8531954276890029
O43318,MAP3K7,PIK294,MCF7,1.0714720516607552
O43318,MAP3K7,TGX221,MCF7,0.21558214496880196
O43318,MAP3K7,AZD5438,MCF7,-0.895753283443313
O43318,MAP3K7,FRAX486,MCF7,1.2239947194847332
O43318,MAP3K7,Ku0063794,MCF7,0.32709986468219526
O43318,MAP3K7,PD153035,MCF7,0.7089849284541945
O43318,MAP3K7,PF3758309,MCF7,0.1974095746836029
O43318,MAP3K7,Torin,MCF7,1.1333912954069902
O43318,MAP3K7,Trametinib,MCF7,1.1774828733003706
O43318,MAP3K7,AZD1480,MCF7,0.20620710778297152
